transaction_amount,transaction_time,transaction_type,location_distance_km,is_international,past_fraud_history,fraud
1812.38,16,ATM,93.66,0,1,0
554.53,9,Online,445.77,0,2,0
1967.06,11,ATM,3.7,0,3,1
282.28,15,Online,408.41,0,3,0
404.83,13,Online,258.48,0,3,0
369.27,15,Online,279.65,0,4,0
1788.09,7,POS,335.88,0,3,0
1308.93,22,Online,215.72,0,3,0
305.06,9,Online,57.81,0,2,0
881.21,16,POS,51.41,0,0,0
1230.98,17,Online,377.18,0,5,0
167.84,19,Online,110.52,0,4,1
1764.95,15,ATM,14.05,0,4,0
1607.4,16,Online,489.81,0,3,1
1010.91,15,Online,490.2,0,2,0
1934.29,18,Online,189.07,0,1,0
836.1,23,Online,12.76,0,3,1
1968.24,23,Online,363.63,0,3,0
1336.17,7,POS,415.51,0,4,0
1269.71,5,Online,62.51,0,4,0
332.74,5,Online,67.73,0,3,1
1763.97,20,POS,411.11,0,4,0
855.55,8,POS,460.95,0,2,1
325.3,3,Online,395.38,0,1,0
26.2,11,Online,100.37,0,1,0
1119.95,11,Online,205.76,0,1,0
1055.27,22,ATM,300.42,0,3,1
1438.99,16,ATM,80.15,0,5,0
1780.63,14,Online,105.3,0,3,1
159.73,8,POS,141.44,0,3,1
1463.26,6,Online,254.76,0,2,0
375.64,9,POS,255.4,1,1,1
1716.5,15,POS,407.15,0,4,1
1638.31,11,POS,376.51,0,4,0
1082.05,6,Online,456.87,0,0,0
1420.78,17,Online,416.45,1,0,0
629.39,14,POS,126.94,0,5,1
942.86,5,ATM,165.65,0,4,0
1643.45,11,ATM,250.21,0,1,0
919.07,10,ATM,7.14,0,3,0
716.24,19,POS,451.95,0,4,1
988.93,2,Online,22.17,0,5,0
1656.67,1,POS,161.22,0,5,1
671.08,5,ATM,284.59,0,4,0
348.35,23,Online,258.92,0,0,0
1424.32,21,POS,327.23,0,1,0
1652.13,4,POS,263.76,0,4,1
202.17,17,ATM,114.5,0,3,0
480.51,15,POS,100.54,0,3,0
284.8,7,Online,453.62,0,2,0
696.53,19,ATM,131.98,0,3,0
901.25,21,ATM,140.49,0,4,1
1497.9,10,Online,206.48,0,4,0
1302.64,9,ATM,69.72,0,3,1
1242.24,23,POS,253.64,0,0,0
705.4,11,POS,332.52,0,1,0
1683.05,20,ATM,393.0,0,5,0
943.1,5,Online,355.73,0,4,1
1958.23,19,POS,73.82,0,3,0
1268.65,4,Online,228.03,0,5,0
253.4,22,POS,19.29,0,3,0
1352.68,8,POS,8.9,0,4,0
650.88,15,ATM,220.07,0,2,0
1372.97,21,ATM,126.48,0,1,0
140.21,13,Online,341.68,0,4,1
350.59,21,ATM,362.12,0,5,0
1711.62,7,POS,447.7,0,3,0
455.13,19,POS,380.34,0,2,0
1674.25,18,Online,24.12,0,4,1
559.27,13,Online,185.81,0,1,0
1286.12,6,POS,136.51,0,2,0
1388.61,4,ATM,193.07,0,5,0
1025.8,17,ATM,80.04,0,3,1
611.32,1,Online,48.85,0,0,0
426.08,10,Online,260.49,0,1,0
67.35,21,POS,360.19,0,2,0
608.59,7,POS,350.96,0,4,0
1306.67,0,Online,225.47,0,4,0
1876.67,21,POS,261.14,1,2,0
1742.54,11,Online,258.16,0,4,0
1532.36,1,Online,345.79,0,2,1
1577.11,17,ATM,23.96,0,1,0
1330.3,6,Online,354.95,0,4,0
521.31,16,POS,291.1,0,1,0
1814.48,21,ATM,99.05,0,3,0
1341.79,22,ATM,24.53,0,3,1
1121.32,13,POS,54.26,0,3,0
222.87,23,POS,262.35,0,3,0
894.66,6,POS,379.2,0,4,0
921.26,21,Online,167.33,0,2,0
1729.26,2,ATM,189.56,0,4,0
1093.75,5,Online,467.07,0,5,0
761.42,19,Online,106.51,0,4,0
1953.62,1,Online,51.87,0,1,0
222.33,16,Online,171.71,0,2,0
845.67,11,ATM,372.96,0,0,0
85.01,11,ATM,313.04,0,0,0
1480.07,16,Online,207.9,0,2,0
1836.24,9,POS,482.38,0,0,0
560.79,2,ATM,367.5,0,2,0
1716.83,19,Online,30.93,0,1,0
585.14,17,POS,372.32,0,1,0
1821.63,12,POS,12.02,0,4,1
1508.17,11,Online,325.16,0,0,1
1610.01,16,ATM,105.24,0,2,1
37.0,3,POS,348.22,0,1,0
1925.66,22,ATM,154.89,0,4,1
1453.62,9,ATM,436.5,0,0,0
610.2,10,POS,168.46,0,0,0
1658.96,5,Online,309.85,0,0,1
563.76,5,POS,142.96,0,1,0
1745.63,8,POS,458.61,0,1,0
226.05,14,ATM,390.5,0,0,0
1407.67,1,Online,121.65,0,1,0
1081.86,3,ATM,474.4,0,0,0
193.97,4,POS,178.58,0,3,0
484.55,16,Online,325.93,0,1,0
25.8,7,Online,371.43,0,2,0
938.07,7,Online,11.45,0,1,0
603.23,21,Online,479.48,0,0,0
1197.12,11,Online,172.22,0,2,0
595.18,20,POS,94.89,0,4,0
600.54,7,POS,425.35,0,2,0
1486.64,18,POS,351.45,0,2,0
97.24,2,ATM,43.37,0,1,0
1805.89,17,Online,58.52,0,5,0
1704.68,20,Online,357.6,0,2,0
1335.94,18,POS,37.39,0,2,1
1186.85,18,Online,458.59,0,0,0
1784.71,14,ATM,370.77,0,1,1
371.48,5,Online,167.75,0,0,0
158.86,15,Online,181.47,0,1,0
479.78,7,ATM,253.25,0,4,1
1589.36,15,POS,180.48,0,5,1
70.31,17,POS,391.73,0,2,0
1166.03,19,Online,487.37,0,1,0
1990.88,15,ATM,292.26,0,2,1
1711.54,10,POS,223.02,0,2,0
1043.37,6,POS,111.39,0,3,0
128.22,16,POS,326.72,0,0,0
1662.92,16,Online,342.79,0,5,0
1198.36,11,ATM,342.6,0,1,0
230.75,12,Online,13.49,1,4,1
188.62,9,POS,449.56,0,5,0
1819.34,6,ATM,169.05,0,3,0
1338.73,13,Online,372.08,0,0,0
1658.74,22,POS,379.9,0,4,0
1758.08,0,POS,325.28,0,4,0
1143.97,16,Online,197.43,0,2,0
1035.38,3,POS,304.19,0,0,0
861.42,20,POS,20.1,0,3,0
634.58,4,ATM,380.95,0,1,0
869.76,19,POS,49.79,0,1,0
1547.99,23,Online,198.38,0,3,0
1204.24,22,ATM,51.81,0,2,0
1785.15,6,Online,418.54,0,2,0
887.32,9,POS,275.15,0,4,0
1214.57,16,ATM,345.48,0,0,0
1262.98,6,ATM,341.29,0,4,1
1183.8,0,ATM,420.8,0,1,0
1405.56,6,ATM,66.28,1,3,1
475.63,23,Online,329.86,0,0,0
1025.22,10,POS,287.57,0,3,0
209.35,8,POS,15.45,0,0,0
769.64,11,ATM,100.71,0,5,0
975.85,2,POS,133.79,0,1,0
1304.8,3,Online,36.28,0,1,0
1901.11,3,POS,177.36,0,5,1
1201.7,12,Online,13.6,0,0,0
1487.44,22,Online,276.59,0,2,0
1013.03,18,POS,105.75,0,0,0
1268.57,9,Online,143.5,0,1,0
142.79,4,Online,455.24,0,3,0
509.53,6,Online,251.41,0,4,0
724.34,23,Online,134.51,0,3,0
945.51,15,ATM,299.23,0,1,0
92.25,0,POS,100.84,0,3,0
280.91,11,ATM,37.2,0,2,0
554.35,1,Online,10.45,0,2,0
1943.09,6,POS,475.76,0,0,0
663.36,10,Online,362.31,0,3,0
964.6,12,POS,399.97,0,3,0
393.0,1,ATM,490.46,0,1,0
1221.95,6,POS,465.81,0,0,0
562.09,14,Online,368.46,0,0,0
414.78,10,POS,346.99,0,3,0
1033.63,1,POS,168.42,0,4,0
12.01,6,ATM,52.01,1,3,0
16.32,3,Online,286.86,0,3,0
438.92,10,POS,288.13,0,3,0
74.41,1,ATM,476.12,0,2,0
216.94,15,POS,221.29,0,5,0
678.38,6,Online,345.4,0,0,0
1605.37,12,POS,287.49,0,5,1
1144.53,4,POS,88.38,0,2,0
1025.82,16,POS,296.03,0,4,0
587.68,20,POS,270.06,0,1,0
1863.58,11,Online,246.95,1,4,1
794.63,18,ATM,256.71,0,0,0
175.1,6,ATM,81.99,0,1,0
1234.52,5,POS,231.74,0,5,0
228.56,7,Online,302.83,0,4,0
691.1,12,Online,244.72,0,0,0
1015.32,4,Online,244.34,1,4,0
1748.57,1,Online,38.76,0,1,0
987.6,8,Online,95.39,0,1,0
1404.82,10,Online,160.49,0,4,1
1985.64,23,POS,209.67,0,2,0
263.85,5,ATM,296.97,0,4,0
550.19,6,ATM,431.67,0,5,0
789.76,6,POS,79.58,0,4,0
844.23,18,ATM,7.54,0,4,0
822.63,5,Online,224.62,1,2,0
1815.31,10,Online,216.05,0,3,0
1428.35,10,ATM,275.95,1,1,0
1216.2,6,Online,416.61,0,5,0
619.44,1,Online,401.18,0,0,0
1647.76,18,ATM,50.02,0,1,0
1910.17,3,POS,467.0,1,1,0
1642.58,5,ATM,55.21,1,3,1
4.13,16,ATM,317.29,1,1,1
1273.17,4,ATM,336.2,1,1,0
103.22,6,ATM,339.94,0,2,0
515.96,8,POS,132.68,0,2,0
119.99,0,POS,165.17,0,2,0
1207.99,0,Online,274.34,0,2,0
1373.49,18,Online,99.79,1,2,0
229.86,5,ATM,10.16,0,5,0
768.29,17,Online,281.07,0,0,0
913.02,9,POS,232.64,0,3,1
738.74,10,Online,328.37,0,4,0
242.93,0,Online,73.35,0,5,1
838.48,0,Online,420.46,0,2,0
1502.6,12,ATM,73.11,0,3,1
142.94,4,Online,445.67,0,4,0
161.28,19,POS,224.76,0,1,0
710.19,0,POS,274.9,0,5,0
1883.51,19,POS,448.29,1,1,0
1337.48,2,POS,149.96,0,3,0
1357.66,17,Online,90.91,0,0,0
724.48,8,ATM,222.88,0,0,0
1187.73,13,POS,122.18,0,3,0
21.25,16,POS,263.92,0,0,0
1272.56,22,ATM,137.63,0,0,0
1826.66,13,ATM,432.24,0,1,0
1225.53,3,POS,303.66,0,0,0
1747.52,4,POS,0.12,0,0,1
1448.22,20,ATM,402.74,0,3,1
242.0,16,POS,165.11,0,0,0
1805.0,21,POS,160.1,1,5,1
133.82,1,Online,191.53,0,2,0
1068.4,22,ATM,315.13,0,2,0
285.13,21,Online,221.03,0,3,0
24.4,4,Online,314.32,0,2,0
844.65,3,ATM,73.39,1,1,0
590.79,3,Online,485.08,0,5,0
972.51,5,POS,364.8,0,5,0
1154.82,19,Online,125.1,0,3,0
88.43,20,ATM,362.08,0,0,0
246.88,12,POS,287.51,0,2,0
1117.73,21,POS,54.59,0,1,0
686.99,4,POS,89.1,0,3,1
1458.62,22,POS,20.65,0,3,0
1304.93,22,Online,404.62,0,0,0
1691.36,6,Online,275.85,0,4,0
1385.29,19,POS,158.37,0,2,0
860.43,0,ATM,63.17,0,1,0
1346.26,13,POS,242.02,0,3,0
551.49,23,Online,262.63,0,2,0
613.32,3,POS,350.97,0,1,0
1578.18,16,Online,484.97,1,5,0
893.39,20,POS,217.47,0,5,0
1596.96,13,ATM,203.02,0,1,1
1645.02,15,POS,184.97,0,5,0
1715.27,13,ATM,413.46,0,3,0
1833.35,15,ATM,78.16,0,2,0
862.54,23,POS,171.91,0,1,0
638.41,19,ATM,362.49,0,3,1
1164.82,7,ATM,7.85,1,2,1
742.97,23,Online,144.69,0,2,0
1202.55,2,Online,320.72,0,3,0
1411.47,18,ATM,92.98,0,2,0
1377.12,0,POS,151.36,1,4,0
749.73,1,ATM,243.02,0,1,0
334.55,14,POS,211.01,0,1,0
861.63,21,Online,53.01,0,2,0
286.05,9,POS,469.12,0,3,0
1780.3,17,ATM,22.15,0,0,1
692.41,21,ATM,374.87,0,5,0
309.77,13,ATM,35.71,0,2,0
51.87,16,ATM,233.65,0,0,0
1292.0,12,ATM,87.71,0,2,0
1274.17,0,POS,70.55,0,0,0
681.87,4,ATM,62.95,0,2,0
144.35,12,Online,226.39,0,3,0
819.85,13,ATM,257.74,0,5,0
623.12,23,POS,66.69,0,0,0
1354.56,2,ATM,489.7,0,4,0
1211.95,14,ATM,128.88,0,3,1
729.82,18,POS,229.42,0,5,0
436.57,16,ATM,108.13,0,2,0
1976.08,2,POS,246.96,0,0,0
908.55,15,ATM,378.01,0,5,1
1376.86,13,Online,260.55,0,1,0
281.97,11,ATM,142.82,0,3,0
971.69,11,POS,124.2,0,0,0
56.05,10,Online,379.47,1,3,0
1011.4,16,POS,59.12,0,0,0
1928.07,7,ATM,184.98,0,1,0
769.03,16,Online,75.74,0,4,0
78.95,20,POS,128.99,0,1,0
62.88,22,Online,76.34,0,2,0
776.59,19,Online,443.39,0,3,0
320.89,10,POS,365.95,1,4,0
47.68,1,Online,280.46,0,3,0
1512.67,9,POS,112.21,0,5,0
917.59,9,Online,255.11,0,0,0
579.2,10,Online,260.42,1,2,1
1800.27,5,Online,295.2,0,2,0
233.16,3,ATM,30.04,1,3,1
1911.88,23,ATM,486.45,0,2,0
628.62,11,POS,232.72,0,3,0
1776.92,10,Online,463.27,0,0,0
1206.28,22,POS,4.9,0,0,0
1653.59,22,ATM,123.78,0,3,1
1968.04,12,ATM,52.0,0,1,0
577.52,4,ATM,384.81,0,1,0
1922.31,5,ATM,160.06,0,0,0
779.57,0,POS,420.25,0,4,0
771.64,5,Online,416.19,0,1,0
681.43,17,POS,333.9,0,3,0
1083.27,21,Online,332.89,0,0,0
309.14,8,ATM,350.08,0,2,0
1107.87,23,Online,336.88,0,2,0
1083.87,14,ATM,193.45,0,1,0
1524.04,7,POS,341.41,0,4,0
1667.47,18,Online,448.7,0,5,1
881.44,23,POS,166.29,0,1,0
605.36,15,ATM,472.44,0,4,0
519.41,5,POS,6.79,0,1,0
390.05,5,ATM,174.54,0,2,0
116.24,21,ATM,66.05,1,4,1
685.55,2,ATM,63.31,0,2,0
541.23,9,POS,407.71,0,3,0
1932.87,0,POS,459.18,0,3,1
1115.86,13,Online,388.88,0,0,0
695.21,3,Online,488.31,0,2,0
1161.35,11,POS,108.16,0,2,0
279.25,5,POS,70.4,0,0,0
888.64,10,POS,260.35,0,3,0
1252.84,11,POS,414.52,0,3,0
978.31,9,ATM,19.92,0,4,1
804.16,17,ATM,497.78,0,4,0
1987.7,6,ATM,301.12,0,5,0
1760.75,6,POS,489.47,0,3,0
1247.19,10,ATM,182.54,0,5,0
1139.19,3,ATM,229.01,0,1,0
1241.7,19,Online,376.18,0,2,0
403.42,0,Online,396.35,0,4,0
790.88,12,ATM,116.52,0,1,0
79.88,17,ATM,464.9,0,4,1
951.62,8,ATM,433.71,0,0,0
1086.51,23,POS,9.1,0,2,0
456.27,23,Online,64.28,0,5,0
1928.09,8,Online,248.05,0,5,1
1819.0,22,Online,230.48,0,4,0
1444.56,8,ATM,354.2,0,3,0
1067.24,9,POS,44.86,0,5,0
1740.07,1,Online,322.43,0,0,0
262.17,5,Online,308.18,0,0,0
1581.23,14,POS,116.81,1,3,1
250.52,2,ATM,271.2,0,0,0
1588.63,10,ATM,111.1,0,2,1
552.26,5,Online,73.46,0,4,1
1754.3,2,Online,286.57,0,0,1
1888.14,23,POS,488.74,0,2,0
298.44,10,Online,118.47,0,3,0
925.89,14,POS,177.67,0,4,1
1961.99,12,Online,128.29,0,3,0
967.33,19,Online,133.23,0,4,0
1727.23,9,Online,202.1,0,0,0
1177.87,5,ATM,350.93,0,0,0
751.28,14,POS,19.4,0,4,1
572.28,17,POS,478.56,0,2,0
407.24,17,ATM,23.14,0,2,0
1523.83,6,ATM,440.63,0,2,0
773.69,14,ATM,447.19,0,1,0
1023.04,17,POS,262.24,0,5,0
985.16,17,Online,68.5,0,5,0
1154.98,19,ATM,282.57,0,5,0
1731.29,8,ATM,314.32,0,2,0
1961.5,23,ATM,428.88,0,0,0
815.76,1,Online,275.45,0,1,0
1655.21,7,Online,205.35,0,2,0
1529.29,19,ATM,419.15,0,0,1
1147.48,1,Online,490.48,0,1,0
1912.14,10,ATM,322.55,0,0,0
401.75,6,Online,437.19,0,4,1
219.42,5,POS,299.37,0,0,0
1708.07,9,POS,344.89,0,1,0
878.86,4,Online,344.08,1,2,0
1694.09,10,POS,352.39,0,5,0
1786.29,0,POS,160.51,0,1,0
125.85,1,POS,287.83,0,2,0
1767.05,23,ATM,297.07,0,2,0
897.19,0,Online,157.54,1,3,1
1021.35,18,Online,174.93,0,4,1
1253.56,1,Online,381.12,1,3,1
1852.84,20,POS,291.36,0,5,0
39.21,19,ATM,74.61,0,1,0
954.21,22,Online,418.82,0,3,0
1375.76,20,POS,441.56,0,5,0
1445.69,23,ATM,233.07,0,2,0
1385.37,3,ATM,104.45,0,1,0
269.74,11,Online,473.8,0,3,0
599.49,21,Online,441.13,0,0,0
718.07,19,POS,122.19,0,5,0
1609.07,17,Online,47.8,1,5,0
558.24,0,POS,220.33,0,4,0
422.2,0,ATM,338.2,0,0,0
1914.94,23,ATM,87.69,0,1,0
18.72,13,ATM,256.61,0,3,0
1995.64,3,ATM,212.71,0,2,1
1353.97,4,Online,445.28,0,3,1
1657.11,10,Online,214.78,0,1,0
589.94,23,POS,266.89,0,1,0
29.62,22,POS,477.64,0,1,0
1476.0,12,POS,149.85,0,1,0
1668.46,15,POS,144.5,0,5,0
1481.21,23,POS,399.8,0,3,0
286.56,12,ATM,138.77,0,0,0
1507.1,23,ATM,415.93,0,2,0
1538.08,21,ATM,47.77,0,2,0
1317.42,1,POS,55.63,0,4,0
1532.47,15,ATM,450.66,0,5,0
1692.0,5,ATM,270.41,0,1,0
1227.59,13,ATM,359.41,0,1,0
178.12,0,ATM,112.64,0,1,0
975.77,16,Online,83.14,0,5,0
156.22,10,POS,417.48,0,0,0
815.68,18,POS,179.31,0,1,0
814.81,2,Online,227.52,0,4,0
132.95,10,ATM,13.99,0,4,0
698.29,4,ATM,192.94,1,0,0
222.89,16,ATM,385.22,0,5,0
1616.66,21,POS,410.64,0,1,0
1895.43,6,POS,349.38,0,3,0
145.56,9,POS,346.09,0,3,0
1910.28,10,POS,253.12,0,2,0
1045.63,2,POS,269.16,0,0,0
599.83,19,Online,371.32,0,3,0
154.65,9,POS,123.65,0,2,0
1001.75,9,ATM,115.76,0,4,0
1589.24,13,POS,474.96,0,2,0
1414.47,11,Online,13.84,0,1,0
101.4,14,ATM,69.73,0,1,0
146.73,9,Online,285.17,0,4,0
806.34,9,ATM,368.92,0,0,0
591.29,18,POS,268.95,0,5,0
465.54,0,Online,177.53,0,1,0
562.73,23,ATM,488.99,0,1,0
1607.16,9,POS,351.93,0,2,0
1858.53,1,ATM,415.7,0,2,0
810.8,16,Online,20.12,1,2,0
1812.32,23,Online,117.96,0,3,0
643.67,6,Online,187.09,0,4,0
953.4,6,Online,91.3,0,0,0
452.83,19,POS,36.45,0,2,0
1281.31,8,ATM,112.55,0,0,0
1957.98,21,POS,266.82,0,2,0
1207.38,1,Online,347.87,0,1,0
716.27,13,ATM,387.01,0,0,0
1295.99,16,Online,21.47,0,3,0
246.72,0,POS,213.99,0,2,0
1777.43,8,POS,61.11,0,5,0
1006.66,19,POS,215.6,0,4,0
899.25,20,ATM,216.99,0,1,0
1172.14,18,ATM,249.11,0,2,0
1249.94,3,Online,446.42,0,0,0
144.48,7,ATM,402.55,1,2,0
1365.55,12,ATM,318.36,1,1,0
484.62,3,POS,442.7,0,4,0
1428.19,8,Online,339.23,0,4,0
1645.25,8,POS,409.43,0,4,1
1608.11,21,Online,281.89,0,5,1
1105.45,17,Online,262.61,1,1,1
1040.82,11,ATM,362.05,0,5,0
286.61,9,POS,9.84,0,5,0
1550.92,10,ATM,345.19,0,2,1
543.55,6,ATM,467.26,0,1,0
993.89,8,ATM,356.97,0,1,0
569.26,5,Online,18.4,0,2,0
268.52,18,POS,188.94,0,3,1
1259.49,15,POS,404.79,0,5,1
109.61,14,ATM,479.3,0,4,0
1497.54,6,Online,185.08,0,0,0
635.86,15,POS,420.6,0,5,0
1.27,4,POS,431.9,0,0,0
1022.75,15,ATM,61.64,0,2,0
94.66,0,Online,422.89,0,0,0
553.06,18,ATM,162.12,0,3,0
1414.25,4,POS,296.62,0,1,0
126.32,6,Online,269.48,0,4,0
1678.84,18,ATM,331.53,0,0,0
8.64,21,POS,370.23,0,0,0
494.4,4,ATM,220.44,0,2,0
1482.07,16,ATM,444.16,0,2,0
633.22,21,ATM,404.75,0,1,0
204.68,7,Online,392.71,0,4,1
721.11,0,POS,229.12,0,0,0
541.52,1,POS,18.79,0,1,0
1685.58,14,POS,246.13,0,4,1
627.38,19,POS,449.22,0,1,0
1578.08,17,Online,95.23,0,0,0
1783.85,10,ATM,491.3,0,2,0
868.2,9,POS,403.85,0,2,0
1819.98,23,Online,354.91,1,2,1
755.26,23,ATM,338.58,0,3,0
1928.19,3,Online,293.51,0,1,0
179.49,4,Online,360.34,0,0,0
1374.35,3,POS,210.95,0,1,0
988.13,12,POS,422.64,0,2,0
775.91,12,ATM,348.17,0,5,0
1265.79,17,ATM,385.63,0,5,0
1408.01,23,POS,396.24,0,1,0
9.72,1,Online,46.04,0,4,0
334.74,15,POS,27.82,0,5,0
1426.38,0,ATM,400.49,0,5,0
1333.1,18,Online,129.69,0,1,0
1932.13,8,Online,290.98,0,3,1
1522.31,2,Online,221.86,0,3,1
1901.59,6,POS,11.02,0,2,1
1405.38,9,POS,20.14,0,0,0
596.81,0,ATM,413.56,0,4,1
211.62,9,Online,303.84,0,0,0
1563.87,20,Online,261.92,0,0,0
1288.65,8,POS,472.18,0,4,0
97.32,14,ATM,86.56,0,3,1
720.74,14,ATM,128.99,0,5,0
1913.64,2,Online,378.37,0,2,0
1001.3,4,POS,387.62,0,1,0
866.03,8,Online,202.45,0,3,1
915.94,21,POS,475.49,0,2,0
418.56,8,ATM,469.13,0,5,0
738.05,22,Online,6.2,0,3,1
740.26,6,Online,86.16,0,4,0
105.66,23,Online,410.11,0,0,0
1535.37,22,ATM,167.61,0,4,1
833.59,11,Online,47.73,0,5,0
1644.54,8,ATM,392.5,0,1,0
1700.85,5,POS,227.29,0,4,0
424.78,22,ATM,246.21,0,5,1
1315.05,1,POS,93.18,0,0,0
945.09,8,ATM,330.45,0,3,0
1760.43,16,ATM,275.62,0,2,0
432.27,0,Online,103.34,0,5,0
1355.95,18,ATM,170.17,0,5,0
1215.9,5,Online,298.44,0,1,0
591.31,4,POS,462.44,1,3,0
274.07,1,POS,460.19,0,5,0
1303.63,8,Online,143.95,0,5,0
1477.46,13,POS,367.81,0,2,0
631.94,3,ATM,387.76,0,0,0
1290.02,3,Online,404.41,0,4,0
790.87,20,Online,285.38,0,3,0
1426.7,14,Online,5.25,0,2,0
399.23,7,POS,380.84,0,2,0
1780.54,3,POS,53.3,0,4,0
575.53,15,ATM,58.44,0,3,0
736.2,20,ATM,302.81,0,3,0
117.13,3,Online,491.76,0,0,0
223.91,15,ATM,121.27,0,3,0
1032.21,21,POS,322.91,0,5,0
535.92,11,ATM,151.83,0,4,0
1671.12,15,POS,449.36,0,3,1
30.37,18,ATM,296.76,0,0,0
758.81,7,POS,103.74,0,2,0
675.35,5,POS,131.07,0,5,0
39.64,9,ATM,216.24,0,3,0
249.61,4,ATM,61.02,0,4,0
827.87,17,POS,39.37,0,3,1
986.24,9,Online,340.03,0,1,0
809.18,9,ATM,203.58,0,0,0
1062.34,6,POS,363.11,0,2,0
1190.67,17,ATM,55.03,0,1,0
20.84,0,ATM,304.93,0,4,1
928.73,6,ATM,221.65,0,3,0
1927.03,20,ATM,29.0,0,0,0
1038.55,0,ATM,272.4,0,5,0
1355.41,14,Online,41.4,0,3,0
624.42,3,Online,413.86,1,3,1
1548.21,19,Online,315.98,1,3,0
1546.07,9,POS,278.48,0,5,0
1043.07,22,Online,66.73,0,3,1
1952.05,8,Online,143.73,0,0,0
251.97,1,POS,246.44,0,5,0
34.88,13,Online,316.64,0,5,1
1540.55,15,ATM,91.62,0,1,0
1614.5,0,Online,4.43,0,4,1
241.29,1,Online,172.38,0,5,1
531.9,6,Online,241.44,0,1,0
36.09,9,ATM,92.22,0,0,0
587.32,21,ATM,246.08,0,4,0
1546.51,19,ATM,169.24,1,5,1
1036.4,0,ATM,227.54,1,2,1
696.84,12,POS,173.73,0,1,0
744.11,0,ATM,314.23,0,0,0
3.71,4,ATM,21.45,0,0,0
600.3,15,ATM,85.45,0,0,0
1293.27,14,ATM,216.38,0,4,0
1948.41,16,POS,178.15,0,3,0
1694.27,22,Online,195.82,0,2,0
48.17,15,Online,401.88,0,4,0
1797.22,12,ATM,443.17,0,4,0
1566.61,10,ATM,124.33,0,5,0
1560.97,16,ATM,418.2,0,1,0
916.53,16,Online,229.39,0,2,0
796.61,1,Online,136.91,0,0,0
606.53,12,ATM,492.73,0,4,0
132.32,13,Online,412.4,0,2,0
457.24,10,POS,497.13,0,1,0
493.96,9,ATM,84.1,0,3,0
968.67,2,ATM,71.92,0,2,0
1495.14,16,POS,251.69,0,0,0
948.15,14,POS,319.32,0,4,0
116.63,8,Online,85.53,0,3,0
1915.62,9,POS,430.22,0,1,0
1885.51,7,ATM,266.01,0,0,0
1570.59,20,Online,205.47,0,3,0
1982.66,12,POS,301.03,1,5,0
1089.42,17,Online,317.48,0,5,0
1925.57,4,Online,21.39,0,1,0
152.13,5,Online,499.95,0,0,0
732.0,16,Online,181.96,0,4,0
451.54,10,POS,30.77,0,1,0
392.47,19,ATM,426.16,0,3,0
282.47,15,ATM,496.51,0,0,0
1245.2,8,POS,408.18,0,5,0
1562.86,1,ATM,425.94,0,5,0
1157.02,4,Online,312.97,0,2,0
294.78,0,Online,461.16,0,0,0
1622.44,3,Online,17.87,0,3,0
1272.27,3,POS,383.36,0,3,0
776.94,21,Online,335.36,1,2,1
1348.59,2,Online,24.79,0,3,0
520.55,8,POS,271.99,0,0,0
691.04,21,Online,257.53,0,5,0
1835.05,22,Online,345.77,0,1,0
581.72,11,ATM,38.77,0,5,0
940.51,9,POS,402.64,0,5,0
1780.39,1,Online,69.7,1,0,0
1415.73,10,Online,209.33,0,3,0
125.34,9,Online,440.64,0,2,0
295.46,21,Online,280.27,0,2,0
16.68,5,ATM,189.8,0,4,0
1262.21,17,ATM,24.1,1,2,0
895.9,1,ATM,336.14,0,2,0
269.42,1,ATM,493.27,0,3,0
1915.91,9,POS,455.9,0,1,0
1059.79,15,Online,358.65,0,1,0
484.54,11,ATM,52.65,0,3,0
1001.71,0,Online,119.72,0,2,0
1359.56,20,POS,93.42,0,0,0
153.4,7,Online,177.73,0,5,1
550.13,15,Online,117.76,0,5,0
1614.12,17,ATM,122.22,0,1,0
919.87,12,ATM,308.36,0,3,0
1093.61,14,POS,159.35,0,0,0
866.2,20,Online,338.58,0,2,0
88.76,11,ATM,473.94,0,3,0
332.33,7,ATM,319.24,0,1,0
891.64,9,ATM,375.83,0,0,0
419.16,13,POS,375.79,1,0,0
100.91,4,Online,165.35,0,1,0
1687.46,17,ATM,7.48,0,0,0
1962.4,18,Online,27.52,0,5,0
1586.49,14,POS,141.03,1,1,1
1707.72,5,Online,344.77,0,5,1
484.71,10,ATM,453.34,0,3,0
1921.29,20,Online,479.4,0,4,1
394.65,10,Online,12.92,0,2,0
1902.91,19,POS,495.04,0,3,0
1989.64,19,POS,161.25,0,5,0
1423.73,20,Online,421.48,0,2,0
1962.31,17,Online,90.15,0,2,0
1139.51,17,Online,31.45,0,5,0
519.82,9,POS,189.18,0,5,1
874.55,1,POS,429.46,0,1,0
1187.53,8,Online,110.41,0,4,0
147.09,13,POS,76.98,0,5,0
1245.06,18,ATM,454.9,0,2,0
1962.37,9,POS,469.17,1,2,0
381.03,22,POS,6.27,0,3,0
1585.4,3,POS,363.72,0,4,0
1815.89,5,ATM,154.6,0,4,0
1887.46,13,ATM,187.35,0,2,0
1920.31,3,ATM,234.55,0,4,1
1043.4,14,Online,213.4,0,3,0
1954.64,15,Online,257.49,0,1,0
1514.86,6,ATM,291.18,0,2,0
324.18,16,Online,232.8,0,0,0
954.32,18,Online,350.78,0,2,0
1436.94,18,Online,359.3,1,2,1
495.43,16,ATM,220.18,0,1,0
